Plate,Enzyme (nM),Substrate (nM),Inhibitor (nM),Inhibitor_ID,v (nM.min^{-1})
2023-06-05-E100_S50,100,50,49750,ASAP-0008374-001,-0.000362272
2023-06-05-E100_S50,100,50,24880,ASAP-0008374-001,0.005134269
2023-06-05-E100_S50,100,50,12440,ASAP-0008374-001,0.013528985
2023-06-05-E100_S50,100,50,7463,ASAP-0008374-001,0.019558522
2023-06-05-E100_S50,100,50,2488,ASAP-0008374-001,0.051038708
2023-06-05-E100_S50,100,50,1552,ASAP-0008374-001,0.081652771
2023-06-05-E100_S50,100,50,776,ASAP-0008374-001,0.139516349
2023-06-05-E100_S50,100,50,388,ASAP-0008374-001,0.187785966
2023-06-05-E100_S50,100,50,194,ASAP-0008374-001,0.15404054
2023-06-05-E100_S50,100,50,100,ASAP-0008374-001,0.111134214
2023-06-05-E100_S50,100,50,50,ASAP-0008374-001,0.089281303
2023-06-25-E50_S150,50,150,99500,ASAP-0008374-001,-0.022256657
2023-06-25-E50_S150,50,150,49750,ASAP-0008374-001,-0.001194119
2023-06-25-E50_S150,50,150,24880,ASAP-0008374-001,0.01871746
2023-06-25-E50_S150,50,150,12440,ASAP-0008374-001,0.026889265
2023-06-25-E50_S150,50,150,7463,ASAP-0008374-001,0.046110269
2023-06-25-E50_S150,50,150,2488,ASAP-0008374-001,0.124720725
2023-06-25-E50_S150,50,150,1552,ASAP-0008374-001,0.228997552
2023-06-25-E50_S150,50,150,776,ASAP-0008374-001,0.369414471
2023-06-25-E50_S150,50,150,388,ASAP-0008374-001,0.465404398
2023-06-25-E50_S150,50,150,194,ASAP-0008374-001,0.382305205
2023-06-25-E50_S150,50,150,100,ASAP-0008374-001,0.282171828
2023-06-25-E50_S150,50,150,50,ASAP-0008374-001,0.219674789
2023-05-18-E100_S1350,100,1350,99500,ASAP-0008401-001,0.092490511
2023-05-18-E100_S1350,100,1350,49750,ASAP-0008401-001,0.143659713
2023-05-18-E100_S1350,100,1350,24880,ASAP-0008401-001,0.239362304
2023-05-18-E100_S1350,100,1350,12440,ASAP-0008401-001,0.366052765
2023-05-18-E100_S1350,100,1350,7463,ASAP-0008401-001,0.492917525
2023-05-18-E100_S1350,100,1350,2488,ASAP-0008401-001,1.043652513
2023-05-18-E100_S1350,100,1350,1552,ASAP-0008401-001,1.604173144
2023-05-18-E100_S1350,100,1350,776,ASAP-0008401-001,2.527036461
2023-05-18-E100_S1350,100,1350,388,ASAP-0008401-001,3.002698387
2023-05-18-E100_S1350,100,1350,194,ASAP-0008401-001,2.458574311
2023-05-18-E100_S1350,100,1350,100,ASAP-0008401-001,1.983410382
2023-05-18-E100_S1350,100,1350,50,ASAP-0008401-001,1.606364331
2023-06-25-E100_S750,100,750,99500,ASAP-0008401-001,0.082287486
2023-06-25-E100_S750,100,750,49750,ASAP-0008401-001,0.10096897
2023-06-25-E100_S750,100,750,24880,ASAP-0008401-001,0.180632152
2023-06-25-E100_S750,100,750,12440,ASAP-0008401-001,0.244771912
2023-06-25-E100_S750,100,750,7463,ASAP-0008401-001,0.330973613
2023-06-25-E100_S750,100,750,2488,ASAP-0008401-001,0.645667648
2023-06-25-E100_S750,100,750,1552,ASAP-0008401-001,0.959916886
2023-06-25-E100_S750,100,750,776,ASAP-0008401-001,1.567687811
2023-06-25-E100_S750,100,750,388,ASAP-0008401-001,2.131112453
2023-06-25-E100_S750,100,750,194,ASAP-0008401-001,1.893234898
2023-06-25-E100_S750,100,750,100,ASAP-0008401-001,1.44946071
2023-06-25-E100_S750,100,750,50,ASAP-0008401-001,1.119020852
2023-06-05-E100_S50,100,50,99500,ASAP-0008401-001,0.004501334
2023-06-05-E100_S50,100,50,49750,ASAP-0008401-001,0.007432822
2023-06-05-E100_S50,100,50,24880,ASAP-0008401-001,0.0127628
2023-06-05-E100_S50,100,50,12440,ASAP-0008401-001,0.01712672
2023-06-05-E100_S50,100,50,7463,ASAP-0008401-001,0.029252421
2023-06-05-E100_S50,100,50,2488,ASAP-0008401-001,0.060432794
2023-06-05-E100_S50,100,50,1552,ASAP-0008401-001,0.08754906
2023-06-05-E100_S50,100,50,776,ASAP-0008401-001,0.142947523
2023-06-05-E100_S50,100,50,388,ASAP-0008401-001,0.185120977
2023-06-05-E100_S50,100,50,194,ASAP-0008401-001,0.151542113
2023-06-05-E100_S50,100,50,100,ASAP-0008401-001,0.10277281
2023-06-05-E100_S50,100,50,50,ASAP-0008401-001,0.082085832
2023-06-25-E50_S150,50,150,99500,ASAP-0008401-001,0.014804202
2023-06-25-E50_S150,50,150,49750,ASAP-0008401-001,0.011696615
2023-06-25-E50_S150,50,150,24880,ASAP-0008401-001,0.030227044
2023-06-25-E50_S150,50,150,12440,ASAP-0008401-001,0.051865061
2023-06-25-E50_S150,50,150,7463,ASAP-0008401-001,0.074308749
2023-06-25-E50_S150,50,150,2488,ASAP-0008401-001,0.140488854
2023-06-25-E50_S150,50,150,1552,ASAP-0008401-001,0.206553864
2023-06-25-E50_S150,50,150,776,ASAP-0008401-001,0.336957445
2023-06-25-E50_S150,50,150,388,ASAP-0008401-001,0.451017419
2023-06-25-E50_S150,50,150,194,ASAP-0008401-001,0.39404498
2023-06-25-E50_S150,50,150,100,ASAP-0008401-001,0.269971669
2023-06-25-E50_S150,50,150,50,ASAP-0008401-001,0.215416243
2023-05-18-E100_S1350,100,1350,99500,ASAP-0008420-001,0.04463299
2023-05-18-E100_S1350,100,1350,49750,ASAP-0008420-001,0.088917381
2023-05-18-E100_S1350,100,1350,24880,ASAP-0008420-001,0.166094481
2023-05-18-E100_S1350,100,1350,12440,ASAP-0008420-001,0.285763183
2023-05-18-E100_S1350,100,1350,7463,ASAP-0008420-001,0.461929656
2023-05-18-E100_S1350,100,1350,2488,ASAP-0008420-001,1.168064637
2023-05-18-E100_S1350,100,1350,1552,ASAP-0008420-001,1.813755221
2023-05-18-E100_S1350,100,1350,776,ASAP-0008420-001,2.737402884
2023-05-18-E100_S1350,100,1350,388,ASAP-0008420-001,3.034383452
2023-05-18-E100_S1350,100,1350,194,ASAP-0008420-001,2.444182194
2023-05-18-E100_S1350,100,1350,100,ASAP-0008420-001,1.969678112
2023-05-18-E100_S1350,100,1350,50,ASAP-0008420-001,1.657060435
2023-06-25-E100_S750,100,750,99500,ASAP-0008420-001,0.049995208
2023-06-25-E100_S750,100,750,49750,ASAP-0008420-001,0.07365842
2023-06-25-E100_S750,100,750,24880,ASAP-0008420-001,0.153010245
2023-06-25-E100_S750,100,750,12440,ASAP-0008420-001,0.213458187
2023-06-25-E100_S750,100,750,7463,ASAP-0008420-001,0.302150753
2023-06-25-E100_S750,100,750,2488,ASAP-0008420-001,0.705581834
2023-06-25-E100_S750,100,750,1552,ASAP-0008420-001,1.061019295
2023-06-25-E100_S750,100,750,776,ASAP-0008420-001,1.791287375
2023-06-25-E100_S750,100,750,388,ASAP-0008420-001,2.246492852
2023-06-25-E100_S750,100,750,194,ASAP-0008420-001,1.940872681
2023-06-25-E100_S750,100,750,100,ASAP-0008420-001,1.440253407
2023-06-25-E100_S750,100,750,50,ASAP-0008420-001,1.228174091
2023-06-05-E100_S50,100,50,99500,ASAP-0008420-001,0.001003535
2023-06-05-E100_S50,100,50,49750,ASAP-0008420-001,0.005167581
2023-06-05-E100_S50,100,50,24880,ASAP-0008420-001,0.008165693
2023-06-05-E100_S50,100,50,12440,ASAP-0008420-001,0.016094036
2023-06-05-E100_S50,100,50,7463,ASAP-0008420-001,0.022856446
2023-06-05-E100_S50,100,50,2488,ASAP-0008420-001,0.067928076
2023-06-05-E100_S50,100,50,1552,ASAP-0008420-001,0.10277281
2023-06-05-E100_S50,100,50,776,ASAP-0008420-001,0.158770896
2023-06-05-E100_S50,100,50,388,ASAP-0008420-001,0.190051207
2023-06-05-E100_S50,100,50,194,ASAP-0008420-001,0.150342868
2023-06-05-E100_S50,100,50,100,ASAP-0008420-001,0.106237296
2023-06-05-E100_S50,100,50,50,ASAP-0008420-001,0.086116628
2023-06-25-E50_S150,50,150,99500,ASAP-0008420-001,0.01733631
2023-06-25-E50_S150,50,150,49750,ASAP-0008420-001,0.013768339
2023-06-25-E50_S150,50,150,24880,ASAP-0008420-001,0.03448559
2023-06-25-E50_S150,50,150,12440,ASAP-0008420-001,0.047376323
2023-06-25-E50_S150,50,150,7463,ASAP-0008420-001,0.059231194
2023-06-25-E50_S150,50,150,2488,ASAP-0008420-001,0.146819125
2023-06-25-E50_S150,50,150,1552,ASAP-0008420-001,0.217372872
2023-06-25-E50_S150,50,150,776,ASAP-0008420-001,0.36446535
2023-06-25-E50_S150,50,150,388,ASAP-0008420-001,0.468281794
2023-06-25-E50_S150,50,150,194,ASAP-0008420-001,0.38932605
2023-06-25-E50_S150,50,150,100,ASAP-0008420-001,0.285279415
2023-06-25-E50_S150,50,150,50,ASAP-0008420-001,0.228652264
2023-05-18-E100_S1350,100,1350,99500,ASAP-0008452-001,0.117938162
2023-05-18-E100_S1350,100,1350,49750,ASAP-0008452-001,0.205398902
2023-05-18-E100_S1350,100,1350,24880,ASAP-0008452-001,0.388325685
2023-05-18-E100_S1350,100,1350,12440,ASAP-0008452-001,0.703395998
2023-05-18-E100_S1350,100,1350,7463,ASAP-0008452-001,1.114393001
2023-05-18-E100_S1350,100,1350,2488,ASAP-0008452-001,2.480934381
2023-05-18-E100_S1350,100,1350,1552,ASAP-0008452-001,2.951840434
2023-05-18-E100_S1350,100,1350,776,ASAP-0008452-001,2.606392299
2023-05-18-E100_S1350,100,1350,388,ASAP-0008452-001,2.089160066
2023-05-18-E100_S1350,100,1350,194,ASAP-0008452-001,1.716110441
2023-05-18-E100_S1350,100,1350,100,ASAP-0008452-001,1.501872091
2023-05-18-E100_S1350,100,1350,50,ASAP-0008452-001,1.361847757
2023-06-25-E100_S750,100,750,99500,ASAP-0008452-001,0.109242198
2023-06-25-E100_S750,100,750,49750,ASAP-0008452-001,0.15541215
2023-06-25-E100_S750,100,750,24880,ASAP-0008452-001,0.26905784
2023-06-25-E100_S750,100,750,12440,ASAP-0008452-001,0.440883007
2023-06-25-E100_S750,100,750,7463,ASAP-0008452-001,0.669909097
2023-06-25-E100_S750,100,750,2488,ASAP-0008452-001,1.523919764
2023-06-25-E100_S750,100,750,1552,ASAP-0008452-001,2.02102514
2023-06-25-E100_S750,100,750,776,ASAP-0008452-001,2.065727261
2023-06-25-E100_S750,100,750,388,ASAP-0008452-001,1.512933273
2023-06-25-E100_S750,100,750,194,ASAP-0008452-001,1.211316276
2023-06-25-E100_S750,100,750,100,ASAP-0008452-001,1.047630899
2023-06-25-E100_S750,100,750,50,ASAP-0008452-001,0.981445072
2023-06-05-E100_S50,100,50,99500,ASAP-0008452-001,0.007666008
2023-06-05-E100_S50,100,50,49750,ASAP-0008452-001,0.012929362
2023-06-05-E100_S50,100,50,24880,ASAP-0008452-001,0.019125462
2023-06-05-E100_S50,100,50,12440,ASAP-0008452-001,0.036248018
2023-06-05-E100_S50,100,50,7463,ASAP-0008452-001,0.057168183
2023-06-05-E100_S50,100,50,2488,ASAP-0008452-001,0.145945635
2023-06-05-E100_S50,100,50,1552,ASAP-0008452-001,0.176959447
2023-06-05-E100_S50,100,50,776,ASAP-0008452-001,0.162368632
2023-06-05-E100_S50,100,50,388,ASAP-0008452-001,0.116863941
2023-06-05-E100_S50,100,50,194,ASAP-0008452-001,0.088281932
2023-06-05-E100_S50,100,50,100,ASAP-0008452-001,0.07515686
2023-06-05-E100_S50,100,50,50,ASAP-0008452-001,0.066928706
2023-06-25-E50_S150,50,150,99500,ASAP-0008452-001,0.016875927
2023-06-25-E50_S150,50,150,49750,ASAP-0008452-001,0.031378002
2023-06-25-E50_S150,50,150,24880,ASAP-0008452-001,0.062108591
2023-06-25-E50_S150,50,150,12440,ASAP-0008452-001,0.096292054
2023-06-25-E50_S150,50,150,7463,ASAP-0008452-001,0.14612855
2023-06-25-E50_S150,50,150,2488,ASAP-0008452-001,0.345819825
2023-06-25-E50_S150,50,150,1552,ASAP-0008452-001,0.422934035
2023-06-25-E50_S150,50,150,776,ASAP-0008452-001,0.424084993
2023-06-25-E50_S150,50,150,388,ASAP-0008452-001,0.293566315
2023-06-25-E50_S150,50,150,194,ASAP-0008452-001,0.228652264
2023-06-25-E50_S150,50,150,100,ASAP-0008452-001,0.191361213
2023-06-25-E50_S150,50,150,50,ASAP-0008452-001,0.17985163
2023-05-18-E100_S1350,100,1350,99500,ASAP-0008502-001,0.052924642
2023-05-18-E100_S1350,100,1350,49750,ASAP-0008502-001,0.097022284
2023-05-18-E100_S1350,100,1350,24880,ASAP-0008502-001,0.160093617
2023-05-18-E100_S1350,100,1350,12440,ASAP-0008502-001,0.232751393
2023-05-18-E100_S1350,100,1350,7463,ASAP-0008502-001,0.290282507
2023-05-18-E100_S1350,100,1350,2488,ASAP-0008502-001,0.540862196
2023-05-18-E100_S1350,100,1350,1552,ASAP-0008502-001,0.77508268
2023-05-18-E100_S1350,100,1350,776,ASAP-0008502-001,1.32022765
2023-05-18-E100_S1350,100,1350,388,ASAP-0008502-001,2.197860382
2023-05-18-E100_S1350,100,1350,194,ASAP-0008502-001,2.915523996
2023-05-18-E100_S1350,100,1350,100,ASAP-0008502-001,2.662977218
2023-05-18-E100_S1350,100,1350,50,ASAP-0008502-001,2.054785816
2023-06-25-E100_S750,100,750,99500,ASAP-0008502-001,0.041810939
2023-06-25-E100_S750,100,750,49750,ASAP-0008502-001,0.065474151
2023-06-25-E100_S750,100,750,24880,ASAP-0008502-001,0.1057283
2023-06-25-E100_S750,100,750,12440,ASAP-0008502-001,0.15541215
2023-06-25-E100_S750,100,750,7463,ASAP-0008502-001,0.193664711
2023-06-25-E100_S750,100,750,2488,ASAP-0008502-001,0.3362667
2023-06-25-E100_S750,100,750,1552,ASAP-0008502-001,0.497728092
2023-06-25-E100_S750,100,750,776,ASAP-0008502-001,0.804282338
2023-06-25-E100_S750,100,750,388,ASAP-0008502-001,1.304323376
2023-06-25-E100_S750,100,750,194,ASAP-0008502-001,1.877088759
2023-06-25-E100_S750,100,750,100,ASAP-0008502-001,2.093438128
2023-06-25-E100_S750,100,750,50,ASAP-0008502-001,1.60465046
2023-06-05-E100_S50,100,50,99500,ASAP-0008502-001,0.001869657
2023-06-05-E100_S50,100,50,49750,ASAP-0008502-001,0.006766575
2023-06-05-E100_S50,100,50,24880,ASAP-0008502-001,0.006799887
2023-06-05-E100_S50,100,50,12440,ASAP-0008502-001,0.012796113
2023-06-05-E100_S50,100,50,7463,ASAP-0008502-001,0.016826909
2023-06-05-E100_S50,100,50,2488,ASAP-0008502-001,0.02768674
2023-06-05-E100_S50,100,50,1552,ASAP-0008502-001,0.038313384
2023-06-05-E100_S50,100,50,776,ASAP-0008502-001,0.070559753
2023-06-05-E100_S50,100,50,388,ASAP-0008502-001,0.121894108
2023-06-05-E100_S50,100,50,194,ASAP-0008502-001,0.174927393
2023-06-05-E100_S50,100,50,100,ASAP-0008502-001,0.161069449
2023-06-05-E100_S50,100,50,50,ASAP-0008502-001,0.116530817
2023-06-25-E50_S150,50,150,99500,ASAP-0008502-001,0.001568181
2023-06-25-E50_S150,50,150,49750,ASAP-0008502-001,0.00766826
2023-06-25-E50_S150,50,150,24880,ASAP-0008502-001,0.032413865
2023-06-25-E50_S150,50,150,12440,ASAP-0008502-001,0.035636548
2023-06-25-E50_S150,50,150,7463,ASAP-0008502-001,0.04691594
2023-06-25-E50_S150,50,150,2488,ASAP-0008502-001,0.075574803
2023-06-25-E50_S150,50,150,1552,ASAP-0008502-001,0.105154433
2023-06-25-E50_S150,50,150,776,ASAP-0008502-001,0.173406263
2023-06-25-E50_S150,50,150,388,ASAP-0008502-001,0.28240202
2023-06-25-E50_S150,50,150,194,ASAP-0008502-001,0.411884834
2023-06-25-E50_S150,50,150,100,ASAP-0008502-001,0.427768059
2023-06-25-E50_S150,50,150,50,ASAP-0008502-001,0.316700578
