Molecule Name,MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM)
ASAP-0013298,0.494,6.73
ASAP-0013298,0.494,6.73
ASAP-0013298,0.494,6.73
ASAP-0013298,0.494,6.73
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013297,,5.05
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013279,13.172,4.54
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013274,1.792,6.46
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013273,0.882,6.82
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013272,2.406,6.4
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013270,,3.8
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013268,,5
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013267,5.447,5.89
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013266,2.145,6.39
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013265,1.204,6.53
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013264,2.286,6.35
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013263,2.613,5.98
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013262,9.773,5.67
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013261,,5.07
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013251,,4.27
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0013249,0.637,6.43
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012422,,5.03
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012347,,4.32
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012345,,20
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012343,,4.99
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012341,,5.53
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012339,9.084,5.95
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012337,2.57,6.22
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012335,5.841,6.04
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012333,7.698,5.98
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012331,7.948,5.86
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012326,,4.79
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012314,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012246,,
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012230,,6.6
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012168,,
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0012097,,6.41
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011947,,6.59
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011913,,
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011892,,15
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011533,,4.6
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011532,32.995,5.04
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011531,31.812,5.03
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011529,18.972,5.47
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
ASAP-0011528,1.568,6.32
