Molecule Name,MERS-CoV-MPro_fluorescence-dose-response_weizmann: IC50 (uM),MERS-CoV-MPro_fluorescence-dose-response_weizmann: Minh_Protease_MERS_Mpro_pIC50 (calc) (uM)
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008448,,4.27
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008442,28.266,5.12
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008441,,4.28
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008440,,3.51
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008439,46.052,4.79
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008436,,3.97
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008434,,4.15
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008433,39.187,5.04
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008432,,4.85
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008429,,4.27
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008428,,3.58
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008427,22.723,4.49
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008425,,6.61
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008424,,4.1
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008420,9.419,5.68
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008415,,5.24
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008412,,4.28
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008411,18.896,5.4
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008410,,3.87
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008409,38.648,4.89
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008408,36.47,5.02
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008405,22.997,5.2
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008404,31.231,5.05
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008402,,4.31
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008401,12.084,5.89
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008394,,4.62
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008393,18.213,5.36
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008392,40.962,4.94
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008388,24.598,5.36
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008387,,4.75
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008386,,4.33
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008385,,4.75
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008384,,4.27
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008383,,4.08
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008382,,4.3
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008381,,4.18
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008376,,4.76
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008375,,4.42
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
ASAP-0008374,10.004,5.72
