logK_S_M,logK_I_M,logKd,logK_S_D,logK_S_DS,logK_I_D,logK_I_DI,logK_S_DI,kcat_DS,kcat_DSI,kcat_DSS,kcat_MS,Hill Slope,logK_I_D_difference,logK_I_D_abs_difference
-16.5743674572245,-8.02774464988615,-13.0714480673671,-5.09503755724477,-7.44969330664864,-12.89962366074,-12.89962366074,-16.369315192814,23.3561985601089,39.2854644360894,43.3851565456891,43.3060330358741,0.8199890632266588,0.0,0.0
-11.8572841099603,-10.5248813661183,-14.6622411349905,-6.91210480605718,-11.3932786401156,-12.311954125619,-12.311954125619,-13.2290272303163,54.6386081205332,64.6333895959833,11.032798839442,4.3560614345537,0.3722437839762374,0.0,0.0
-10.1440471001915,-5.94580786556285,-5.22290426392294,-8.39456625288446,-3.67476350236358,-8.60973812560411,-8.60973812560411,-14.6773536921372,22.4634865829546,8.35165496724076,0.946653906872962,31.9338251383568,0.7923659428682444,0.0,0.0
-9.0181266510291,-7.57347422623821,-9.08996450096462,-10.879527732701,-6.87640424453001,-14.2642692967141,-14.2642692967141,-14.6515569696086,45.1733581117471,55.3689299101301,73.9652823141951,74.6217480299645,0.6861283434115557,0.0,0.0
-12.9194263047031,-3.29454142281413,-11.2481486002686,-8.60251376876188,-10.3584632720407,-9.64170645160694,-9.64170645160694,-16.7893230816051,17.4773199954594,6.35444297635113,35.3257861542923,27.6308127476717,0.30828373755969046,0.0,0.0
-14.5085282558752,-3.4235217416049,-13.1927509187763,-13.1983390404815,-7.41771798469406,-11.0050987243997,-11.0050987243997,-14.5506827852707,6.44228255061898,11.7465105893556,69.7477403728233,46.2184729277913,0.8790704334995579,0.0,0.0
-14.2225192854339,-6.70396074505616,-15.4139376998194,-12.4452945830734,-4.7809208345022,-14.8102482438297,-14.8102482438297,-15.2738939874056,20.0649266011489,4.25480624146876,68.5671459062083,39.7995174234209,0.8291502951794483,0.0,0.0
-13.4168012310425,-10.2409365708143,-10.9933257533144,-3.14655840111431,-15.2476222396726,-14.901931534796,-14.901931534796,-15.8739935618308,6.79165629978525,67.6502674947144,56.8738524335786,61.777012281568,0.49196513819681215,0.0,0.0
-7.92142126353364,-5.77740340735298,-9.30127292610239,-3.50601134860842,-14.8832925304049,-10.2449723938825,-10.2449723938825,-13.5625201831735,18.4454011335096,36.8859833543887,39.1911892259493,61.0572262258676,0.7467449188396064,0.0,0.0
-4.19344103803765,-14.9019607967986,-16.0444143997561,-6.48282168385247,-5.17946434583003,-11.9286132094222,-11.9286132094222,-16.7154341592598,36.6038040537969,50.983035411383,29.9385775171628,43.1495847503829,0.7251397020908609,0.0,0.0
-3.51748610820808,-6.63137270288309,-8.99062795218453,-3.78817927225772,-6.6225124913482,-6.13278547791112,-6.13278547791112,-15.8637362388475,5.51643846926163,13.6996086142492,21.7030322125938,34.257538198476,0.7787472853814909,0.0,0.0
-8.10641882057581,-9.71885463183839,-5.74196443787636,-11.8391795887505,-5.05010965680238,-11.3100425487906,-11.3100425487906,-16.4161881559822,15.6165446637024,2.37050108336261,44.2643020654446,10.2746733685664,0.862336557883765,0.0,0.0
-9.78004592813319,-11.3362166103022,-10.2369683304168,-6.01731095378287,-14.1217829561071,-15.000819283593,-15.000819283593,-16.4065098404144,74.1370499597629,74.9639133241377,41.3567700922955,37.2729547749215,0.33046693265770777,0.0,0.0
-8.08964677591436,-13.4503252394306,-8.35903760722931,-4.12050442968868,-15.418662268843,-13.6231145488685,-13.6231145488685,-16.4491400172287,19.2815816725139,37.1164309530286,44.415545028937,35.9464262856811,0.7342381164035824,0.0,0.0
-4.81751147016743,-9.51111707517179,-12.0237175855981,-8.68382086373679,-6.22407276526513,-8.2556240192824,-8.2556240192824,-16.6447886969596,15.7174346839136,53.7545712075254,62.6435903927602,39.4327212432981,0.717531184132905,0.0,0.0
-3.75693093790673,-10.1533514288221,-8.66261516775889,-8.15413383195875,-5.48846502018766,-10.4623961493894,-10.4623961493894,-14.7657999548735,41.3862045102229,3.73385498826974,5.79691683846759,5.28923024408869,0.8390546906026137,0.0,0.0
-15.9755223419559,-3.28038405594742,-11.6128527683732,-10.3165455992911,-10.7794782811287,-8.03296453961404,-8.03296453961404,-16.3939923208002,59.7857447041024,48.1933393869724,1.55192956545507,73.2302422365407,0.8438435650923689,0.0,0.0
-5.31721130091324,-10.0566564339898,-10.4167261807416,-7.49748042418063,-11.9678827099842,-9.51526369151426,-9.51526369151426,-16.4832670045136,29.5830856766144,28.642014832719,45.7703720065649,7.408198150713,0.7384972552658566,0.0,0.0
-4.14851812747447,-7.84171138190432,-14.6157670052522,-5.49854924936686,-9.00506555077527,-4.48774223337462,-4.48774223337462,-16.8596502451873,64.6719756535487,57.9284874070901,9.32743001439376,70.0441040996695,0.6645072026487917,0.0,0.0
-14.89759210716,-4.55864957306348,-15.3279538123729,-7.90692886710446,-11.0247031828961,-6.96253201176645,-6.96253201176645,-16.5882259837221,31.4665808352933,68.8743639740744,41.9265068097739,44.7664216125675,0.28681345792640395,0.0,0.0
