Plate,Enzyme (nM),Substrate (nM),Inhibitor (nM),Inhibitor_ID,v (nM.min^{-1}),Drop
E100_S50,100,50,194,ASAP-0008420-001,0.150342868,
E100_S50,100,50,100,ASAP-0008420-001,0.106237296,
E100_S50,100,50,50,ASAP-0008420-001,0.086116628,
E50_S150,50,150,99500,ASAP-0008420-001,0.01733631,1
E50_S150,50,150,49750,ASAP-0008420-001,0.013768339,
E50_S150,50,150,24880,ASAP-0008420-001,0.03448559,
E50_S150,50,150,12440,ASAP-0008420-001,0.047376323,
E50_S150,50,150,7463,ASAP-0008420-001,0.059231194,
E50_S150,50,150,2488,ASAP-0008420-001,0.146819125,
E50_S150,50,150,1552,ASAP-0008420-001,0.217372872,
E50_S150,50,150,776,ASAP-0008420-001,0.36446535,
E50_S150,50,150,388,ASAP-0008420-001,0.468281794,
E50_S150,50,150,194,ASAP-0008420-001,0.38932605,
E50_S150,50,150,100,ASAP-0008420-001,0.285279415,
E50_S150,50,150,50,ASAP-0008420-001,0.228652264,
E100_S1350,100,1350,99500,ASAP-0008452-001,0.117938162,
E100_S1350,100,1350,49750,ASAP-0008452-001,0.205398902,
E100_S1350,100,1350,24880,ASAP-0008452-001,0.388325685,
E100_S1350,100,1350,12440,ASAP-0008452-001,0.703395998,
E100_S1350,100,1350,7463,ASAP-0008452-001,1.114393001,
E100_S1350,100,1350,2488,ASAP-0008452-001,2.480934381,
E100_S1350,100,1350,1552,ASAP-0008452-001,2.951840434,
E100_S1350,100,1350,776,ASAP-0008452-001,2.606392299,
E100_S1350,100,1350,388,ASAP-0008452-001,2.089160066,
E100_S1350,100,1350,194,ASAP-0008452-001,1.716110441,
E100_S1350,100,1350,100,ASAP-0008452-001,1.501872091,
E100_S1350,100,1350,50,ASAP-0008452-001,1.361847757,
E100_S750,100,750,99500,ASAP-0008452-001,0.109242198,
E100_S750,100,750,49750,ASAP-0008452-001,0.15541215,
E100_S750,100,750,24880,ASAP-0008452-001,0.26905784,
E100_S750,100,750,12440,ASAP-0008452-001,0.440883007,
E100_S750,100,750,7463,ASAP-0008452-001,0.669909097,
E100_S750,100,750,2488,ASAP-0008452-001,1.523919764,
E100_S750,100,750,1552,ASAP-0008452-001,2.02102514,
E100_S750,100,750,776,ASAP-0008452-001,2.065727261,
E100_S750,100,750,388,ASAP-0008452-001,1.512933273,
E100_S750,100,750,194,ASAP-0008452-001,1.211316276,
E100_S750,100,750,100,ASAP-0008452-001,1.047630899,
E100_S750,100,750,50,ASAP-0008452-001,0.981445072,
E100_S50,100,50,99500,ASAP-0008452-001,0.007666008,
E100_S50,100,50,49750,ASAP-0008452-001,0.012929362,
E100_S50,100,50,24880,ASAP-0008452-001,0.019125462,
E100_S50,100,50,12440,ASAP-0008452-001,0.036248018,
E100_S50,100,50,7463,ASAP-0008452-001,0.057168183,
E100_S50,100,50,2488,ASAP-0008452-001,0.145945635,
E100_S50,100,50,1552,ASAP-0008452-001,0.176959447,
E100_S50,100,50,776,ASAP-0008452-001,0.162368632,
E100_S50,100,50,388,ASAP-0008452-001,0.116863941,
E100_S50,100,50,194,ASAP-0008452-001,0.088281932,
E100_S50,100,50,100,ASAP-0008452-001,0.07515686,
E100_S50,100,50,50,ASAP-0008452-001,0.066928706,
E50_S150,50,150,99500,ASAP-0008452-001,0.016875927,
E50_S150,50,150,49750,ASAP-0008452-001,0.031378002,
E50_S150,50,150,24880,ASAP-0008452-001,0.062108591,
E50_S150,50,150,12440,ASAP-0008452-001,0.096292054,
E50_S150,50,150,7463,ASAP-0008452-001,0.14612855,
E50_S150,50,150,2488,ASAP-0008452-001,0.345819825,
E50_S150,50,150,1552,ASAP-0008452-001,0.422934035,
E50_S150,50,150,776,ASAP-0008452-001,0.424084993,
E50_S150,50,150,388,ASAP-0008452-001,0.293566315,
E50_S150,50,150,194,ASAP-0008452-001,0.228652264,
E50_S150,50,150,100,ASAP-0008452-001,0.191361213,
E50_S150,50,150,50,ASAP-0008452-001,0.17985163,
E100_S1350,100,1350,99500,ASAP-0008502-001,0.052924642,
E100_S1350,100,1350,49750,ASAP-0008502-001,0.097022284,
E100_S1350,100,1350,24880,ASAP-0008502-001,0.160093617,
E100_S1350,100,1350,12440,ASAP-0008502-001,0.232751393,
E100_S1350,100,1350,7463,ASAP-0008502-001,0.290282507,
E100_S1350,100,1350,2488,ASAP-0008502-001,0.540862196,
E100_S1350,100,1350,1552,ASAP-0008502-001,0.77508268,
E100_S1350,100,1350,776,ASAP-0008502-001,1.32022765,
E100_S1350,100,1350,388,ASAP-0008502-001,2.197860382,
E100_S1350,100,1350,194,ASAP-0008502-001,2.915523996,
E100_S1350,100,1350,100,ASAP-0008502-001,2.662977218,
E100_S1350,100,1350,50,ASAP-0008502-001,2.054785816,
E100_S750,100,750,99500,ASAP-0008502-001,0.041810939,
E100_S750,100,750,49750,ASAP-0008502-001,0.065474151,
E100_S750,100,750,24880,ASAP-0008502-001,0.1057283,
E100_S750,100,750,12440,ASAP-0008502-001,0.15541215,
E100_S750,100,750,7463,ASAP-0008502-001,0.193664711,
E100_S750,100,750,2488,ASAP-0008502-001,0.3362667,
E100_S750,100,750,1552,ASAP-0008502-001,0.497728092,
E100_S750,100,750,776,ASAP-0008502-001,0.804282338,
E100_S750,100,750,388,ASAP-0008502-001,1.304323376,
E100_S750,100,750,194,ASAP-0008502-001,1.877088759,
E100_S750,100,750,100,ASAP-0008502-001,2.093438128,
E100_S750,100,750,50,ASAP-0008502-001,1.60465046,
E100_S50,100,50,99500,ASAP-0008502-001,0.001869657,
E100_S50,100,50,49750,ASAP-0008502-001,0.006766575,
E100_S50,100,50,24880,ASAP-0008502-001,0.006799887,
E100_S50,100,50,12440,ASAP-0008502-001,0.012796113,
E100_S50,100,50,7463,ASAP-0008502-001,0.016826909,
E100_S50,100,50,2488,ASAP-0008502-001,0.02768674,
E100_S50,100,50,1552,ASAP-0008502-001,0.038313384,
E100_S50,100,50,776,ASAP-0008502-001,0.070559753,
E100_S50,100,50,388,ASAP-0008502-001,0.121894108,
E100_S50,100,50,194,ASAP-0008502-001,0.174927393,
E100_S50,100,50,100,ASAP-0008502-001,0.161069449,
E100_S50,100,50,50,ASAP-0008502-001,0.116530817,
E50_S150,50,150,99500,ASAP-0008502-001,0.001568181,
E50_S150,50,150,49750,ASAP-0008502-001,0.00766826,
E50_S150,50,150,24880,ASAP-0008502-001,0.032413865,
E50_S150,50,150,12440,ASAP-0008502-001,0.035636548,
E50_S150,50,150,7463,ASAP-0008502-001,0.04691594,
E50_S150,50,150,2488,ASAP-0008502-001,0.075574803,
E50_S150,50,150,1552,ASAP-0008502-001,0.105154433,
E50_S150,50,150,776,ASAP-0008502-001,0.173406263,
E50_S150,50,150,388,ASAP-0008502-001,0.28240202,
E50_S150,50,150,194,ASAP-0008502-001,0.411884834,
E50_S150,50,150,100,ASAP-0008502-001,0.427768059,
E50_S150,50,150,50,ASAP-0008502-001,0.316700578,
