Plate,Enzyme (nM),Substrate (nM),Inhibitor (nM),Inhibitor_ID,v (nM.min^{-1}),Drop
20734-MERS,50,550,99500.0,ASAP-0017740-001,0.01612646318129835,
20734-MERS,50,550,99500.0,ASAP-0017740-001,0.01654162554799308,
20734-MERS,50,550,32340.00015258789,ASAP-0017740-001,0.015988075725733436,
20734-MERS,50,550,32340.00015258789,ASAP-0017740-001,0.01896340602037899,
20734-MERS,50,550,9949.999809265137,ASAP-0017740-001,0.022838254776196453,
20734-MERS,50,550,9949.999809265137,ASAP-0017740-001,0.025606003887494642,
20734-MERS,50,550,2487.99991607666,ASAP-0017740-001,0.03646941914934003,
20734-MERS,50,550,2487.99991607666,ASAP-0017740-001,0.03716135642716458,
20734-MERS,50,550,1226.9999980926514,ASAP-0017740-001,0.05418301346164844,
20734-MERS,50,550,1226.9999980926514,ASAP-0017740-001,0.054252207189430884,
20734-MERS,50,550,460.0000083446502,ASAP-0017740-001,0.09632199368116334,
20734-MERS,50,550,460.0000083446502,ASAP-0017740-001,0.09369263202543006,
20734-MERS,50,550,133.0000013113021,ASAP-0017740-001,0.22239296570079578,
20734-MERS,50,550,133.0000013113021,ASAP-0017740-001,0.21602714274480997,
20734-MERS,50,550,50.000000745057996,ASAP-0017740-001,0.31255239300133425,
20734-MERS,50,550,50.000000745057996,ASAP-0017740-001,0.29670702933915216,
20734-MERS,50,550,14.9999996647238,ASAP-0017740-001,0.3184338598628429,
20734-MERS,50,550,14.9999996647238,ASAP-0017740-001,0.3246612953632638,
20734-MERS,50,550,4.000000189989805,ASAP-0017740-001,0.2681992134927808,
20734-MERS,50,550,4.000000189989805,ASAP-0017740-001,0.2626637152701844,
20734-MERS,50,550,2.0000000949949026,ASAP-0017740-001,0.24605722060239532,
20734-MERS,50,550,2.0000000949949026,ASAP-0017740-001,0.2408676910187112,
20734-MERS,50,550,0.8880000095814466,ASAP-0017740-001,0.23643929244063408,
20734-MERS,50,550,0.8880000095814466,ASAP-0017740-001,0.23443267433494291,
20734-MERS,50,550,99500.0,ASAP-0017727-001,0.011628870875438794,
20734-MERS,50,550,99500.0,ASAP-0017727-001,0.012874357975522978,
20734-MERS,50,550,32340.00015258789,ASAP-0017727-001,0.017095175370252715,
20734-MERS,50,550,32340.00015258789,ASAP-0017727-001,0.016195656909080803,
20734-MERS,50,550,9949.999809265137,ASAP-0017727-001,0.022769061048414,
20734-MERS,50,550,9949.999809265137,ASAP-0017727-001,0.02103921785385263,
20734-MERS,50,550,2487.99991607666,ASAP-0017727-001,0.03494715713812603,
20734-MERS,50,550,2487.99991607666,ASAP-0017727-001,0.03985991181068031,
20734-MERS,50,550,1226.9999980926514,ASAP-0017727-001,0.0559128566562098,
20734-MERS,50,550,1226.9999980926514,ASAP-0017727-001,0.05321430127269407,
20734-MERS,50,550,460.0000083446502,ASAP-0017727-001,0.09735989959790016,
20734-MERS,50,550,460.0000083446502,ASAP-0017727-001,0.10164991072041236,
20734-MERS,50,550,133.0000013113021,ASAP-0017727-001,0.20710115186087333,
20734-MERS,50,550,133.0000013113021,ASAP-0017727-001,0.19651451151015775,
20734-MERS,50,550,50.000000745057996,ASAP-0017727-001,0.28501328934391723,
20734-MERS,50,550,50.000000745057996,ASAP-0017727-001,0.29096394993320845,
20734-MERS,50,550,14.9999996647238,ASAP-0017727-001,0.3079164132399098,
20734-MERS,50,550,14.9999996647238,ASAP-0017727-001,0.29670702933915216,
20734-MERS,50,550,4.000000189989805,ASAP-0017727-001,0.24688754533578475,
20734-MERS,50,550,4.000000189989805,ASAP-0017727-001,0.2584428978754547,
20734-MERS,50,550,2.0000000949949026,ASAP-0017727-001,0.23899946036858494,
20734-MERS,50,550,2.0000000949949026,ASAP-0017727-001,0.22834362629008692,
20734-MERS,50,550,0.8880000095814466,ASAP-0017727-001,0.2187256981283257,
20734-MERS,50,550,0.8880000095814466,ASAP-0017727-001,0.23823832936297792,
20734-MERS,50,550,99500.0,ASAP-0017714-001,0.012874357975522978,
20734-MERS,50,550,99500.0,ASAP-0017714-001,0.010314190047572154,
20734-MERS,50,550,32340.00015258789,ASAP-0017714-001,0.0110061273253967,
20734-MERS,50,550,32340.00015258789,ASAP-0017714-001,0.015088557264561528,
20734-MERS,50,550,9949.999809265137,ASAP-0017714-001,0.018479049925901807,
20734-MERS,50,550,9949.999809265137,ASAP-0017714-001,0.014327426258954525,
20734-MERS,50,550,2487.99991607666,ASAP-0017714-001,0.022769061048414,
20734-MERS,50,550,2487.99991607666,ASAP-0017714-001,0.023737773237368365,
20734-MERS,50,550,1226.9999980926514,ASAP-0017714-001,0.03127988956565593,
20734-MERS,50,550,1226.9999980926514,ASAP-0017714-001,0.03107230838230857,
20734-MERS,50,550,460.0000083446502,ASAP-0017714-001,0.04608734731110123,
20734-MERS,50,550,460.0000083446502,ASAP-0017714-001,0.04802477168900997,
20734-MERS,50,550,133.0000013113021,ASAP-0017714-001,0.08988697699739506,
20734-MERS,50,550,133.0000013113021,ASAP-0017714-001,0.0882955212583986,
20734-MERS,50,550,50.000000745057996,ASAP-0017714-001,0.14081356064528172,
20734-MERS,50,550,50.000000745057996,ASAP-0017714-001,0.14849406442913418,
20734-MERS,50,550,14.9999996647238,ASAP-0017714-001,0.20820825150539257,
20734-MERS,50,550,14.9999996647238,ASAP-0017714-001,0.2054405023940944,
20734-MERS,50,550,4.000000189989805,ASAP-0017714-001,0.23332557469042367,
20734-MERS,50,550,4.000000189989805,ASAP-0017714-001,0.22917395102347635,
