Experiment,Cell,Molecule Name,IC50 (Num) (uM),IC50 (Mod),Hill (Num),PGP,Hour_after,IC90 (Num) (uM),IC90 (Mod)
Sinai,TMPRSS2,ASAP-0015660,0.527,=,-21.2,1,,0.584,=
Sinai,TMPRSS2,ASAP-0015657,0.0603,=,-1.38,1,,0.295,=
Sinai,TMPRSS2,ASAP-0015657,0.0427,=,-0.792,1,,0.686,=
Sinai,TMPRSS2,ASAP-0015656,0.151,=,-2.67,1,,0.344,=
Sinai,TMPRSS2,ASAP-0015656,0.177,=,-4.78,1,,0.281,=
Sinai,TMPRSS2,ASAP-0015652,5,>,-0.152,1,,5,>
Sinai,TMPRSS2,ASAP-0015652,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0015646,0.0732,=,-4.67,1,,0.117,=
Sinai,TMPRSS2,ASAP-0015646,0.0861,=,-6.47,1,,0.121,=
Sinai,TMPRSS2,ASAP-0015646,0.155,=,-2.33,1,,0.399,=
Sinai,TMPRSS2,ASAP-0015642,0.0865,=,-1.79,1,,0.296,=
Sinai,TMPRSS2,ASAP-0015642,0.209,=,-7.5,1,,0.28,=
Sinai,TMPRSS2,ASAP-0015521,0.0395,=,-3.11,1,,0.08,=
Sinai,TMPRSS2,ASAP-0015521,0.0383,=,-2.02,1,,0.114,=
Sinai,TMPRSS2,ASAP-0015521,0.136,=,-4.19,1,,0.229,=
Sinai,TMPRSS2,ASAP-0015521,0.0214,=,-0.852,1,,0.282,=
Sinai,TMPRSS2,ASAP-0015521,0.164,=,-12.9,1,,0.195,=
Sinai,TMPRSS2,ASAP-0015517,1.88,=,-2.65,1,,4.32,=
Sinai,TMPRSS2,ASAP-0015517,0.878,=,-4.25,1,,1.47,=
Sinai,TMPRSS2,ASAP-0015514,0.0562,=,-2.45,1,,0.138,=
Sinai,TMPRSS2,ASAP-0015385,0.0703,=,-2.53,1,,0.168,=
Sinai,TMPRSS2,ASAP-0015385,0.17,=,-1.65,1,,0.643,=
Sinai,TMPRSS2,ASAP-0015385,0.0694,=,-2.28,1,,0.182,=
Sinai,TMPRSS2,ASAP-0015381,5,>,5.43,1,,5,>
Sinai,TMPRSS2,ASAP-0015381,5,>,0.103,1,,5,>
Sinai,TMPRSS2,ASAP-0015376,0.191,=,-1.6,1,,0.754,=
Sinai,TMPRSS2,ASAP-0015376,0.292,=,-4.14,1,,0.497,=
Sinai,TMPRSS2,ASAP-0015294,0.426,=,-1.55,1,,1.76,=
Sinai,TMPRSS2,ASAP-0015294,0.527,=,-9.74,1,,0.66,=
Sinai,TMPRSS2,ASAP-0015242,0.0321,=,-2.1,1,,0.0913,=
Sinai,TMPRSS2,ASAP-0015239,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0015239,1.45,=,-13.4,1,,1.71,=
Sinai,TMPRSS2,ASAP-0015229,0.298,=,-1.75,1,,1.04,=
Sinai,TMPRSS2,ASAP-0015229,0.121,=,-1.89,1,,0.386,=
Sinai,TMPRSS2,ASAP-0015227,0.245,=,-3.86,1,,0.432,=
Sinai,TMPRSS2,ASAP-0015227,0.153,=,-2.24,1,,0.409,=
Sinai,TMPRSS2,ASAP-0015225,0.287,=,-2.56,1,,0.679,=
Sinai,TMPRSS2,ASAP-0015219,0.1,=,-6.82,1,,0.138,=
Sinai,TMPRSS2,ASAP-0015108,3.21,=,-3.84,1,,5,>
Sinai,TMPRSS2,ASAP-0015108,2.01,=,-0.823,1,,5,>
Sinai,TMPRSS2,ASAP-0015105,5,>,-0.279,1,,5,>
Sinai,TMPRSS2,ASAP-0015105,3.36,=,-3.18,1,,5,>
Sinai,TMPRSS2,ASAP-0015102,0.769,=,-2.67,1,,1.75,=
Sinai,TMPRSS2,ASAP-0015102,0.802,=,-2.15,1,,2.23,=
Sinai,TMPRSS2,ASAP-0015099,0.226,=,-3.74,1,,0.406,=
Sinai,TMPRSS2,ASAP-0015099,0.205,=,-7.9,1,,0.27,=
Sinai,TMPRSS2,ASAP-0015096,0.0933,=,-1.2,1,,0.585,=
Sinai,TMPRSS2,ASAP-0015096,0.0931,=,-0.77,1,,1.62,=
Sinai,TMPRSS2,ASAP-0015096,0.375,=,-3.24,1,,0.739,=
Sinai,TMPRSS2,ASAP-0015092,0.0614,=,-1.57,1,,0.249,=
Sinai,TMPRSS2,ASAP-0015092,0.0899,=,-0.897,1,,1.04,=
Sinai,TMPRSS2,ASAP-0015090,0.165,=,-5.29,1,,0.25,=
Sinai,TMPRSS2,ASAP-0015090,0.188,=,-15.1,1,,0.217,=
Sinai,TMPRSS2,ASAP-0015090,0.0768,=,-2.78,1,,0.17,=
Sinai,TMPRSS2,ASAP-0015085,0.202,=,-1.3,1,,1.1,=
Sinai,TMPRSS2,ASAP-0015085,0.559,=,-16.2,1,,0.64,=
Sinai,TMPRSS2,ASAP-0015078,0.32,=,-2.08,1,,0.919,=
Sinai,TMPRSS2,ASAP-0014973,5,>,0.0897,1,,5,>
Sinai,TMPRSS2,ASAP-0014973,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0014970,0.162,=,-1.73,1,,0.577,=
Sinai,TMPRSS2,ASAP-0014970,0.0995,=,-2.08,1,,0.286,=
Sinai,TMPRSS2,ASAP-0014966,2.65,=,-3.01,1,,5,>
Sinai,TMPRSS2,ASAP-0014966,1.35,=,-2.42,1,,3.34,=
Sinai,TMPRSS2,ASAP-0014963,1.46,=,-10.1,1,,1.81,=
Sinai,TMPRSS2,ASAP-0014959,0.422,=,-1.61,1,,1.65,=
Sinai,TMPRSS2,ASAP-0014959,0.624,=,-4.05,1,,1.07,=
Sinai,TMPRSS2,ASAP-0014951,0.0787,=,-3.51,1,,0.147,=
Sinai,TMPRSS2,ASAP-0014951,0.0764,=,-3.17,1,,0.153,=
Sinai,TMPRSS2,ASAP-0014943,1.84,=,-2.88,1,,3.94,=
Sinai,TMPRSS2,ASAP-0014943,0.809,=,-2.27,1,,2.13,=
Sinai,TMPRSS2,ASAP-0014938,0.191,=,-2.99,1,,0.398,=
Sinai,TMPRSS2,ASAP-0014931,0.0842,=,-2.04,1,,0.248,=
Sinai,TMPRSS2,ASAP-0014931,0.208,=,-2.81,1,,0.456,=
Sinai,TMPRSS2,ASAP-0014925,0.0188,=,-2.45,1,,0.0462,=
Sinai,TMPRSS2,ASAP-0014925,0.0181,=,-2.2,1,,0.0491,=
Sinai,TMPRSS2,ASAP-0014925,0.0348,=,-2.83,1,,0.0757,=
Sinai,TMPRSS2,ASAP-0014900,0.508,=,-1.44,1,,2.34,=
Sinai,TMPRSS2,ASAP-0014900,0.107,=,-0.674,1,,2.8,=
Sinai,TMPRSS2,ASAP-0014889,5,>,0.571,1,,5,>
Sinai,TMPRSS2,ASAP-0014889,5,>,-0.261,1,,5,>
Sinai,TMPRSS2,ASAP-0014888,5,>,-0.129,1,,5,>
Sinai,TMPRSS2,ASAP-0014888,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0014886,0.0276,=,-1.45,1,,0.126,=
Sinai,TMPRSS2,ASAP-0014886,0.117,=,-2.49,1,,0.283,=
Sinai,TMPRSS2,ASAP-0014886,0.0428,=,-0.73,1,,0.869,=
Sinai,TMPRSS2,ASAP-0014881,0.194,=,-2.22,1,,0.522,=
Sinai,TMPRSS2,ASAP-0014800,0.523,=,-14.1,1,,0.611,=
Sinai,TMPRSS2,ASAP-0014800,0.265,=,-2.4,1,,0.663,=
Sinai,TMPRSS2,ASAP-0014797,0.408,=,-20.7,1,,0.454,=
Sinai,TMPRSS2,ASAP-0014797,0.178,=,-4.17,1,,0.301,=
Sinai,TMPRSS2,ASAP-0014794,0.116,=,-1.66,1,,0.434,=
Sinai,TMPRSS2,ASAP-0014794,0.176,=,-2.96,1,,0.369,=
Sinai,TMPRSS2,ASAP-0014789,0.22,=,-1.82,1,,0.732,=
Sinai,TMPRSS2,ASAP-0014786,0.0182,=,-1.79,1,,0.0621,=
Sinai,TMPRSS2,ASAP-0014786,0.0171,=,-1.01,1,,0.152,=
Sinai,TMPRSS2,ASAP-0014786,0.0213,=,-5.61,1,,0.0315,=
Sinai,TMPRSS2,ASAP-0014784,0.0495,=,-19.2,1,,0.0555,=
Sinai,TMPRSS2,ASAP-0014776,0.186,=,-21,1,,0.206,=
Sinai,TMPRSS2,ASAP-0014776,0.188,=,-2.86,1,,0.405,=
Sinai,TMPRSS2,ASAP-0014773,0.0641,=,-1.4,1,,0.307,=
Sinai,TMPRSS2,ASAP-0014773,0.0923,=,-2.12,1,,0.26,=
Sinai,TMPRSS2,ASAP-0014773,0.179,=,-2.97,1,,0.375,=
Sinai,TMPRSS2,ASAP-0014770,0.252,=,-2.95,1,,0.531,=
Sinai,TMPRSS2,ASAP-0014770,0.203,=,-2.27,1,,0.533,=
Sinai,TMPRSS2,ASAP-0014764,0.273,=,-2.78,1,,0.602,=
Sinai,TMPRSS2,ASAP-0014764,0.222,=,-2.63,1,,0.512,=
Sinai,TMPRSS2,ASAP-0014753,0.124,=,-2.22,1,,0.334,=
Sinai,TMPRSS2,ASAP-0014753,0.0892,=,-1.54,1,,0.372,=
Sinai,TMPRSS2,ASAP-0014753,0.487,=,-12.5,1,,0.581,=
Sinai,TMPRSS2,ASAP-0014750,0.0653,=,-2.31,1,,0.169,=
Sinai,TMPRSS2,ASAP-0014750,0.0273,=,-0.954,1,,0.272,=
Sinai,TMPRSS2,ASAP-0014750,0.0364,=,-1.12,1,,0.26,=
Sinai,TMPRSS2,ASAP-0014722,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0014722,5,>,-10.2,1,,5,>
Sinai,TMPRSS2,ASAP-0014717,0.238,=,-2.39,1,,0.596,=
Sinai,TMPRSS2,ASAP-0014717,0.387,=,-2.19,1,,1.06,=
Sinai,TMPRSS2,ASAP-0014613,0.111,=,-1.82,1,,0.373,=
Sinai,TMPRSS2,ASAP-0014613,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0014551,2.39,=,-2.06,1,,5,>
Sinai,TMPRSS2,ASAP-0014551,5,>,-0.989,1,,5,>
Sinai,TMPRSS2,ASAP-0014544,1.26,=,-1.81,1,,4.24,=
Sinai,TMPRSS2,ASAP-0014544,5,>,-0.47,1,,5,>
Sinai,TMPRSS2,ASAP-0013898,0.334,=,-2.58,1,,0.781,=
Sinai,TMPRSS2,ASAP-0013898,0.479,=,-17.4,1,,0.544,=
Sinai,TMPRSS2,ASAP-0013894,0.532,=,-2.16,1,,1.47,=
Sinai,TMPRSS2,ASAP-0013894,0.38,=,-2.5,1,,0.913,=
Sinai,TMPRSS2,ASAP-0013893,0.0458,=,-15.5,1,,0.0527,=
Sinai,TMPRSS2,ASAP-0013892,5,>,-0.221,1,,5,>
Sinai,TMPRSS2,ASAP-0013892,3.84,=,-2.31,1,,5,>
Sinai,TMPRSS2,ASAP-0013891,0.0502,=,-15.8,1,,0.0577,=
Sinai,TMPRSS2,ASAP-0013890,0.1,=,-2.16,1,,0.277,=
Sinai,TMPRSS2,ASAP-0013890,0.302,=,-3.36,1,,0.58,=
Sinai,TMPRSS2,ASAP-0013890,0.0853,=,-1.39,1,,0.416,=
Sinai,TMPRSS2,ASAP-0013722,0.101,=,-2.26,1,,0.267,=
Sinai,TMPRSS2,ASAP-0013722,0.118,=,-4.41,1,,0.194,=
Sinai,TMPRSS2,ASAP-0013414,0.176,=,-2.29,1,,0.46,=
Sinai,TMPRSS2,ASAP-0013414,0.178,=,-24.3,1,,0.195,=
Sinai,TMPRSS2,ASAP-0013413,0.128,=,-1.68,1,,0.475,=
Sinai,TMPRSS2,ASAP-0013413,0.136,=,-5.1,1,,0.209,=
Sinai,TMPRSS2,ASAP-0013412,0.332,=,-2.37,1,,0.839,=
Sinai,TMPRSS2,ASAP-0013412,0.194,=,-2.08,1,,0.558,=
Sinai,TMPRSS2,ASAP-0013398,0.158,=,-4.83,1,,0.249,=
Sinai,TMPRSS2,ASAP-0013398,0.0356,=,-0.92,1,,0.388,=
Sinai,TMPRSS2,ASAP-0013398,0.132,=,-2.22,1,,0.354,=
Sinai,TMPRSS2,ASAP-0013397,0.168,=,-1.84,1,,0.554,=
Sinai,TMPRSS2,ASAP-0013397,0.196,=,-1.9,1,,0.622,=
Sinai,TMPRSS2,ASAP-0013301,1.24,=,-2.75,1,,2.75,=
Sinai,TMPRSS2,ASAP-0013301,0.811,=,-2.04,1,,2.38,=
Sinai,TMPRSS2,ASAP-0013300,1.31,=,-1.12,1,,5,>
Sinai,TMPRSS2,ASAP-0013300,0.732,=,-2.27,1,,1.93,=
Sinai,TMPRSS2,ASAP-0013299,0.0689,=,-3.56,1,,0.128,=
Sinai,TMPRSS2,ASAP-0013299,0.0621,=,-16.7,1,,0.0708,=
Sinai,TMPRSS2,ASAP-0013299,0.039,=,-2.01,1,,0.116,=
Sinai,TMPRSS2,ASAP-0013299,0.0581,=,-13.2,1,,0.0687,=
Sinai,TMPRSS2,ASAP-0013298,0.281,=,-4.19,1,,0.474,=
Sinai,TMPRSS2,ASAP-0013298,0.194,=,-2.86,1,,0.419,=
Sinai,TMPRSS2,ASAP-0013272,0.19,=,-16.1,1,,0.218,=
Sinai,TMPRSS2,ASAP-0013266,0.0579,=,-1.36,1,,0.291,=
Sinai,TMPRSS2,ASAP-0013265,0.127,=,-2.3,1,,0.33,=
Sinai,TMPRSS2,ASAP-0013265,0.0399,=,-1.52,1,,0.169,=
Sinai,TMPRSS2,ASAP-0013265,0.24,=,-3.64,1,,0.439,=
Sinai,TMPRSS2,ASAP-0013249,0.375,=,-2.8,1,,0.822,=
Sinai,TMPRSS2,ASAP-0013249,0.269,=,-2.51,1,,0.644,=
Sinai,TMPRSS2,ASAP-0012337,0.0188,=,-10.8,1,,0.0231,=
Sinai,TMPRSS2,ASAP-0011528,0.538,=,-16.1,1,,0.616,=
Sinai,TMPRSS2,ASAP-0011528,0.5,=,-1.48,1,,2.2,=
Sinai,TMPRSS2,ASAP-0011513,0.193,=,-13.1,1,,0.228,=
Sinai,TMPRSS2,ASAP-0011513,0.0605,=,-0.928,1,,0.645,=
Sinai,TMPRSS2,ASAP-0011513,0.275,=,-3.29,1,,0.536,=
Sinai,TMPRSS2,ASAP-0011485,0.026,=,-6.38,1,,0.0367,=
Sinai,TMPRSS2,ASAP-0011446,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0011446,5,>,-0.0538,1,,5,>
Sinai,TMPRSS2,ASAP-0011445,0.184,=,-15.9,1,,0.211,=
Sinai,TMPRSS2,ASAP-0011445,0.268,=,-2.57,1,,0.63,=
Sinai,TMPRSS2,ASAP-0011359,0.137,=,-1.49,1,,0.597,=
Sinai,TMPRSS2,ASAP-0011343,0.0973,=,-1.86,1,,0.316,=
Sinai,TMPRSS2,ASAP-0011221,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0011198,5,>,0.145,1,,5,>
Sinai,TMPRSS2,ASAP-0011198,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0011184,5,>,5.62,1,,5,>
Sinai,TMPRSS2,ASAP-0011184,5,>,-1.38,1,,5,>
Sinai,TMPRSS2,ASAP-0011176,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0011176,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0011141,0.0613,=,-0.693,1,,1.46,=
Sinai,TMPRSS2,ASAP-0011137,0.171,=,-3.18,1,,0.342,=
Sinai,TMPRSS2,ASAP-0011137,0.0964,=,-1.88,1,,0.309,=
Sinai,TMPRSS2,ASAP-0011137,0.477,=,-2.53,1,,1.14,=
Sinai,TMPRSS2,ASAP-0011129,1.53,=,-9.02,1,,1.96,=
Sinai,TMPRSS2,ASAP-0011129,2.69,=,-2.71,1,,5,>
Sinai,TMPRSS2,ASAP-0011129,0.0722,=,-1.03,1,,0.612,=
Sinai,TMPRSS2,ASAP-0011124,3.56,=,-3.29,1,,5,>
Sinai,TMPRSS2,ASAP-0011124,1.61,=,-2.48,1,,3.9,=
Sinai,TMPRSS2,ASAP-0011052,0.433,=,-1.69,1,,1.59,=
Sinai,TMPRSS2,ASAP-0011052,0.527,=,-8.74,1,,0.677,=
Sinai,TMPRSS2,ASAP-0011049,0.801,=,-1.55,1,,3.3,=
Sinai,TMPRSS2,ASAP-0011049,0.602,=,-3.17,1,,1.21,=
Sinai,TMPRSS2,ASAP-0011038,0.574,=,-0.865,1,,5,>
Sinai,TMPRSS2,ASAP-0011034,2.93,=,-3.19,1,,5,>
Sinai,TMPRSS2,ASAP-0011034,1.22,=,-1.77,1,,4.21,=
Sinai,TMPRSS2,ASAP-0011031,5,>,-2.07,1,,5,>
Sinai,TMPRSS2,ASAP-0011031,4.62,=,-3.18,1,,5,>
Sinai,TMPRSS2,ASAP-0010752,0.222,=,-1.45,1,,1.01,=
Sinai,TMPRSS2,ASAP-0010752,0.291,=,-0.987,1,,2.69,=
Sinai,TMPRSS2,ASAP-0010743,1.68,=,-2.68,1,,3.81,=
Sinai,TMPRSS2,ASAP-0010743,1.5,=,-1.66,1,,5,>
Sinai,TMPRSS2,ASAP-0010716,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0010716,5,>,-0.379,1,,5,>
Sinai,TMPRSS2,ASAP-0010715,5,>,0.31,1,,5,>
Sinai,TMPRSS2,ASAP-0010715,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0008674,5,>,,1,,5,>
Sinai,TMPRSS2,ASAP-0008674,20,>,,1,,20,>
Sinai,TMPRSS2,ASAP-0008674,2.42,=,-0.896,1,,5,>
Sinai,TMPRSS2,ASAP-0000733,0.194,=,-1.87,1,,0.627,=
Sinai,TMPRSS2,ASAP-0000733,0.315,=,-2.37,1,,0.794,=
Sinai,TMPRSS2,ASAP-0000733,0.637,=,-2.52,1,,1.52,=
Sinai,TMPRSS2,ASAP-0000733,0.154,=,-1.09,1,,1.16,=
Sinai,TMPRSS2,ASAP-0000733,0.104,=,-0.922,1,,1.13,=
Sinai,TMPRSS2,ASAP-0000733,0.536,=,-1.48,1,,2.36,=
Sinai,TMPRSS2,ASAP-0000733,0.187,=,-11,1,,0.228,=
Sinai,TMPRSS2,ASAP-0000654,0.317,=,-1.41,1,,1.5,=
Sinai,TMPRSS2,ASAP-0000654,0.659,=,-3.38,1,,1.26,=
Sinai,TMPRSS2,ASAP-0000375,1.19,=,-2.46,1,,2.91,=
Sinai,TMPRSS2,ASAP-0000375,0.361,=,-0.949,1,,3.66,=
Sinai,TMPRSS2,ASAP-0000370,0.0209,=,-2.3,1,,0.0545,=
Sinai,TMPRSS2,ASAP-0000370,0.0364,=,-2.99,1,,0.076,=
Sinai,TMPRSS2,ASAP-0000370,0.0376,=,-1.07,1,,0.293,=
Sinai,TMPRSS2,ASAP-0000370,0.0271,=,-3.04,1,,0.056,=
Sinai,TMPRSS2,ASAP-0000370,0.0287,=,-1.56,1,,0.117,=
Sinai,TMPRSS2,ASAP-0000370,0.0278,=,-0.852,1,,0.366,=
Sinai,TMPRSS2,ASAP-0000370,0.0456,=,-4.36,1,,0.0754,=
Sinai,TMPRSS2,ASAP-0000272,0.509,=,-3.47,1,,0.959,=
Sinai,TMPRSS2,ASAP-0000272,0.2,=,-1.69,1,,0.734,=
Sinai,TMPRSS2,ASAP-0000175,0.237,=,-4.44,1,,0.389,=
Sinai,TMPRSS2,ASAP-0000175,0.288,=,-3.46,1,,0.544,=
Sinai,TMPRSS2,ASAP-0000175,0.0904,=,-1.46,1,,0.409,=
Sinai,TMPRSS2,ASAP-0000153,0.223,=,-3.51,1,,0.417,=
